6.416369080543518066e-01,3.515737056732177734e-01
6.380721330642700195e-01,3.563478589057922363e-01
6.067827343940734863e-01,3.915715813636779785e-01
6.451683640480041504e-01,3.485081791877746582e-01
6.144433617591857910e-01,3.813073039054870605e-01
6.013028621673583984e-01,3.964822590351104736e-01
6.730922460556030273e-01,3.183904886245727539e-01
6.267828941345214844e-01,3.686858713626861572e-01
6.469564437866210938e-01,3.466240763664245605e-01
6.404919028282165527e-01,3.542563915252685547e-01
6.232001185417175293e-01,3.731999993324279785e-01
6.315721869468688965e-01,3.637765944004058838e-01
6.118195652961730957e-01,3.852255344390869141e-01
6.181215643882751465e-01,3.784722685813903809e-01
6.231080889701843262e-01,3.723465204238891602e-01
6.372317671775817871e-01,3.563643693923950195e-01
6.005067825317382812e-01,3.986302018165588379e-01
5.612378716468811035e-01,4.408320486545562744e-01
6.173112392425537109e-01,3.782116770744323730e-01
5.995857119560241699e-01,3.995101749897003174e-01
6.486920714378356934e-01,3.446252644062042236e-01
6.216589808464050293e-01,3.737516105175018311e-01
6.222068667411804199e-01,3.739168643951416016e-01
6.180091500282287598e-01,3.779293000698089600e-01
6.339545249938964844e-01,3.603342771530151367e-01
6.076527833938598633e-01,3.908884525299072266e-01
6.218966841697692871e-01,3.739754855632781982e-01
5.927460789680480957e-01,4.067394733428955078e-01
6.029116511344909668e-01,3.946936726570129395e-01
6.268007755279541016e-01,3.686845302581787109e-01
6.220740079879760742e-01,3.739160001277923584e-01
6.111782789230346680e-01,3.857046961784362793e-01
6.461691260337829590e-01,3.476827442646026611e-01
6.289936900138854980e-01,3.654103577136993408e-01
6.271593570709228516e-01,3.686434924602508545e-01
5.947064757347106934e-01,4.044683873653411865e-01
6.335926651954650879e-01,3.625926375389099121e-01
6.296830773353576660e-01,3.653261661529541016e-01
6.438490748405456543e-01,3.491793870925903320e-01
6.274594664573669434e-01,3.679133355617523193e-01
5.925906896591186523e-01,4.047557711601257324e-01
6.062798500061035156e-01,3.891927599906921387e-01
6.223258376121520996e-01,3.738252520561218262e-01
6.231053471565246582e-01,3.731025457382202148e-01
6.180296540260314941e-01,3.786153197288513184e-01
6.046446561813354492e-01,3.931022286415100098e-01
5.923216938972473145e-01,4.062653183937072754e-01
6.366019248962402344e-01,3.582177162170410156e-01
6.163145303726196289e-01,3.804489970207214355e-01
6.344757080078125000e-01,3.609996438026428223e-01
6.247769594192504883e-01,3.717409968376159668e-01
6.353361606597900391e-01,3.603545725345611572e-01
6.226586699485778809e-01,3.738900721073150635e-01
6.164460182189941406e-01,3.803434669971466064e-01
5.900627970695495605e-01,4.089813232421875000e-01
6.294189691543579102e-01,3.660465776920318604e-01
6.107345223426818848e-01,3.869723081588745117e-01
5.781046152114868164e-01,4.204423725605010986e-01
6.353455185890197754e-01,3.586974143981933594e-01
6.278887987136840820e-01,3.670223355293273926e-01
6.387924551963806152e-01,3.550852537155151367e-01
6.282107830047607422e-01,3.669388294219970703e-01
6.358017921447753906e-01,3.587672412395477295e-01
6.423437595367431641e-01,3.518752455711364746e-01
6.311015486717224121e-01,3.649439215660095215e-01
6.473765373229980469e-01,3.466943204402923584e-01
6.145544052124023438e-01,3.824309706687927246e-01
6.212905645370483398e-01,3.741101026535034180e-01
6.327461600303649902e-01,3.621411621570587158e-01
6.081283688545227051e-01,3.896539807319641113e-01
5.820847153663635254e-01,4.164730310440063477e-01
6.096036434173583984e-01,3.871406912803649902e-01
6.062784194946289062e-01,3.923764228820800781e-01
6.198414564132690430e-01,3.763661384582519531e-01
6.307265162467956543e-01,3.643620610237121582e-01
6.110199689865112305e-01,3.870086073875427246e-01
6.097431778907775879e-01,3.878258466720581055e-01
6.319466829299926758e-01,3.614941239356994629e-01
5.973589420318603516e-01,4.008029103279113770e-01
6.302610635757446289e-01,3.653681874275207520e-01
6.175336241722106934e-01,3.790158629417419434e-01
6.203507184982299805e-01,3.758477568626403809e-01
6.255475878715515137e-01,3.702611327171325684e-01
6.100240349769592285e-01,3.863272666931152344e-01
6.464830636978149414e-01,3.469108641147613525e-01
6.030224561691284180e-01,3.961848020553588867e-01
5.967649817466735840e-01,4.012440443038940430e-01
6.237010359764099121e-01,3.714821636676788330e-01
6.154692173004150391e-01,3.815681338310241699e-01
6.331983804702758789e-01,3.621582984924316406e-01
6.103217601776123047e-01,3.868938684463500977e-01
6.309244632720947266e-01,3.640003502368927002e-01
6.351887583732604980e-01,3.594703674316406250e-01
6.256577372550964355e-01,3.694822788238525391e-01
6.229842901229858398e-01,3.731845617294311523e-01
6.268377900123596191e-01,3.689058721065521240e-01
6.014593839645385742e-01,3.951443433761596680e-01
6.053526997566223145e-01,3.916071355342864990e-01
6.213802099227905273e-01,3.746294975280761719e-01
6.427960395812988281e-01,3.514896333217620850e-01
6.133024692535400391e-01,3.835480809211730957e-01
6.150233745574951172e-01,3.819722533226013184e-01
6.498227119445800781e-01,3.435009419918060303e-01
6.212885379791259766e-01,3.746291995048522949e-01
6.165205836296081543e-01,3.802340626716613770e-01
6.289232373237609863e-01,3.663411736488342285e-01
6.054581999778747559e-01,3.916530311107635498e-01
6.308391094207763672e-01,3.641917109489440918e-01
6.244316697120666504e-01,3.726561367511749268e-01
6.301965713500976562e-01,3.660098314285278320e-01
6.391986608505249023e-01,3.555132746696472168e-01
6.098650693893432617e-01,3.871772885322570801e-01
5.908580422401428223e-01,4.065109789371490479e-01
6.219500899314880371e-01,3.729654550552368164e-01
6.191748380661010742e-01,3.777253329753875732e-01
6.177467703819274902e-01,3.789153993129730225e-01
6.109772920608520508e-01,3.880814611911773682e-01
6.155841350555419922e-01,3.805265724658966064e-01
6.266599297523498535e-01,3.688491582870483398e-01
6.131485700607299805e-01,3.838467895984649658e-01
6.243882775306701660e-01,3.705719113349914551e-01
6.056134700775146484e-01,3.916831016540527344e-01
5.875982046127319336e-01,4.119518995285034180e-01
6.194677352905273438e-01,3.764512538909912109e-01
6.388560533523559570e-01,3.552064597606658936e-01
6.318255662918090820e-01,3.636673390865325928e-01
6.336308717727661133e-01,3.616087436676025391e-01
5.964365005493164062e-01,4.014564454555511475e-01
6.026884317398071289e-01,3.955314457416534424e-01
6.163821816444396973e-01,3.810402154922485352e-01
5.948816537857055664e-01,4.038637578487396240e-01
6.562339067459106445e-01,3.367809653282165527e-01
6.343988776206970215e-01,3.611882328987121582e-01
5.935476422309875488e-01,4.051500856876373291e-01
6.325071454048156738e-01,3.622233867645263672e-01
6.475121378898620605e-01,3.458576798439025879e-01
6.345221996307373047e-01,3.595489561557769775e-01
5.888637304306030273e-01,4.106545150279998779e-01
6.410791873931884766e-01,3.525276482105255127e-01
6.216703653335571289e-01,3.742226660251617432e-01
6.296132206916809082e-01,3.643207848072052002e-01
6.373401284217834473e-01,3.565382063388824463e-01
6.553269624710083008e-01,3.373106122016906738e-01
6.253517270088195801e-01,3.694214522838592529e-01
5.829369425773620605e-01,4.177353978157043457e-01
6.427854895591735840e-01,3.511389791965484619e-01
6.274950504302978516e-01,3.676279485225677490e-01
5.330982208251953125e-01,4.785269498825073242e-01
6.169676184654235840e-01,3.796364068984985352e-01
6.131188869476318359e-01,3.827343583106994629e-01
6.341122388839721680e-01,3.608714938163757324e-01
6.253879666328430176e-01,3.699066340923309326e-01
6.137208342552185059e-01,3.838206231594085693e-01
6.208628416061401367e-01,3.755207955837249756e-01
6.457288265228271484e-01,3.481351733207702637e-01
5.906617045402526855e-01,4.075374305248260498e-01
6.171730160713195801e-01,3.795070946216583252e-01
6.077353954315185547e-01,3.888995945453643799e-01
6.266553401947021484e-01,3.674591183662414551e-01
6.482123732566833496e-01,3.447722494602203369e-01
6.190987229347229004e-01,3.773103356361389160e-01
6.214084029197692871e-01,3.748666048049926758e-01
5.699825286865234375e-01,4.303363263607025146e-01
6.244860887527465820e-01,3.711130023002624512e-01
6.252157092094421387e-01,3.704693317413330078e-01
6.127350926399230957e-01,3.844710290431976318e-01
6.154422760009765625e-01,3.819757997989654541e-01
6.165080666542053223e-01,3.807609677314758301e-01
6.055064797401428223e-01,3.918126225471496582e-01
5.929179787635803223e-01,4.048300385475158691e-01
5.923781394958496094e-01,4.055336117744445801e-01
6.428315043449401855e-01,3.508761525154113770e-01
6.266551017761230469e-01,3.691486418247222900e-01
6.341084837913513184e-01,3.605217337608337402e-01
5.796310305595397949e-01,4.195648431777954102e-01
6.189813017845153809e-01,3.775014877319335938e-01
6.338801383972167969e-01,3.612290322780609131e-01
6.260507702827453613e-01,3.695216774940490723e-01
6.185842156410217285e-01,3.778343796730041504e-01
6.170362830162048340e-01,3.787186741828918457e-01
6.129023432731628418e-01,3.861150741577148438e-01
6.036635041236877441e-01,3.944066762924194336e-01
6.505851745605468750e-01,3.430079519748687744e-01
6.224982738494873047e-01,3.745118975639343262e-01
6.356263756752014160e-01,3.593558669090270996e-01
6.284735202789306641e-01,3.659325242042541504e-01
5.967370271682739258e-01,4.009578824043273926e-01
6.203578710556030273e-01,3.758156299591064453e-01
6.448197364807128906e-01,3.502969145774841309e-01
6.246961951255798340e-01,3.707968294620513916e-01
6.277554035186767578e-01,3.668222427368164062e-01
5.841923952102661133e-01,4.151028692722320557e-01
6.183778643608093262e-01,3.787548840045928955e-01
6.353327035903930664e-01,3.589639365673065186e-01
6.199525594711303711e-01,3.766189813613891602e-01
6.228690743446350098e-01,3.726521134376525879e-01
6.261160969734191895e-01,3.698445856571197510e-01
6.105462908744812012e-01,3.849156200885772705e-01
5.937299728393554688e-01,4.057798981666564941e-01
6.242454648017883301e-01,3.715629577636718750e-01
6.354514360427856445e-01,3.593348860740661621e-01
6.317510604858398438e-01,3.627398312091827393e-01
6.252248287200927734e-01,3.697687983512878418e-01
5.892021656036376953e-01,4.089945256710052490e-01
6.284334063529968262e-01,3.670008778572082520e-01
6.003838777542114258e-01,3.982066214084625244e-01
6.396078467369079590e-01,3.539179861545562744e-01
6.119858026504516602e-01,3.861324191093444824e-01
6.217512488365173340e-01,3.748107552528381348e-01
6.416478157043457031e-01,3.523504734039306641e-01
6.071895956993103027e-01,3.905071020126342773e-01
6.000794768333435059e-01,3.976794183254241943e-01
6.294863224029541016e-01,3.661792576313018799e-01
6.164624094963073730e-01,3.799517750740051270e-01
6.189236044883728027e-01,3.778763711452484131e-01
6.482252478599548340e-01,3.453133106231689453e-01
6.113535165786743164e-01,3.856763839721679688e-01
6.313009858131408691e-01,3.643582761287689209e-01
6.198090910911560059e-01,3.754829168319702148e-01
6.004890799522399902e-01,3.971408307552337646e-01
6.272267699241638184e-01,3.687469363212585449e-01
6.154897809028625488e-01,3.813809454441070557e-01
6.250039339065551758e-01,3.705058097839355469e-01
5.454519987106323242e-01,4.588330686092376709e-01
6.395881175994873047e-01,3.543472588062286377e-01
6.302930712699890137e-01,3.655014932155609131e-01
6.091845035552978516e-01,3.888111412525177002e-01
6.034228205680847168e-01,3.956418335437774658e-01
6.478662490844726562e-01,3.450080156326293945e-01
6.272372007369995117e-01,3.682478070259094238e-01
6.404832005500793457e-01,3.541476130485534668e-01
6.056690812110900879e-01,3.910595476627349854e-01
6.443284153938293457e-01,3.493414521217346191e-01
6.029164195060729980e-01,3.955933749675750732e-01
6.194751858711242676e-01,3.772680759429931641e-01
5.990528464317321777e-01,3.986394405364990234e-01
6.339537501335144043e-01,3.603551387786865234e-01
6.196019053459167480e-01,3.772590160369873047e-01
6.038300395011901855e-01,3.948378562927246094e-01
6.332294940948486328e-01,3.611840903759002686e-01
6.258707642555236816e-01,3.701679706573486328e-01
6.200047135353088379e-01,3.774506449699401855e-01
6.035248637199401855e-01,3.943610191345214844e-01
5.988910198211669922e-01,3.986754417419433594e-01
6.195149421691894531e-01,3.779153525829315186e-01
6.131686568260192871e-01,3.837934732437133789e-01
6.173298954963684082e-01,3.795157670974731445e-01
6.292625069618225098e-01,3.660179078578948975e-01
